2455,Akshaya Donne Biriyani,Yes,No,3.1,38,JP Nagar,Quick Bites,NA,"Biryani, South Indian, Kebab",300,Dine-out
2456,Once In Nature,Yes,No,3.7,37,JP Nagar,Quick Bites,NA,Healthy Food,300,Dine-out
2458,Biryani Times,No,No,3.5,16,JP Nagar,Quick Bites,NA,Biryani,300,Dine-out
2461,Tasty Restaurant,No,No,0,0,JP Nagar,Quick Bites,NA,"Kerala, South Indian, Chinese",300,Dine-out
2462,Tandoori Spot,No,No,3.5,13,JP Nagar,Quick Bites,NA,"North Indian, Chinese",500,Dine-out
2464,Padosi Apke Apne,No,No,0,0,JP Nagar,Quick Bites,NA,"South Indian, Chinese, North Indian",300,Dine-out
2465,Grill On Wheels,No,No,0,0,JP Nagar,Quick Bites,NA,"North Indian, Chinese, BBQ, Arabian, Fast Food",400,Dine-out
2466,Sri Nanjundeshwara Canteen,No,No,0,0,JP Nagar,Quick Bites,NA,South Indian,150,Dine-out
2467,Chicken Dera,No,No,3,25,JP Nagar,Quick Bites,NA,"Mughlai, Kebab, Biryani",400,Dine-out
2476,Samosa Singh,Yes,No,0,0,JP Nagar,Quick Bites,NA,"North Indian, Mithai",250,Dine-out
2478,Nati Palace,Yes,No,3.5,11,JP Nagar,Quick Bites,NA,"South Indian, North Indian",200,Dine-out
2479,Fujian Express,Yes,No,3.5,35,JP Nagar,Quick Bites,NA,"Chinese, Thai",200,Dine-out
2480,Banashankari Nati Style,Yes,No,3.6,8,JP Nagar,Quick Bites,NA,South Indian,300,Dine-out
2481,Five Star Chicken,Yes,No,3.9,62,JP Nagar,Quick Bites,Fries,"Burger, Fast Food, Roast Chicken, Finger Food",300,Dine-out
2482,Halli Mane MUDDE OOTA,Yes,No,3.5,14,JP Nagar,Quick Bites,NA,South Indian,300,Dine-out
2483,BANGALORE BOX,Yes,Yes,4.1,612,BTM,"Casual Dining, Bar","Biryani, Chicken Bbq Wings, Mocktails, Sangria, Cocktails, Burgers, Pasta","Asian, Continental, Finger Food","1,500",Dine-out
2484,Gud Dhani,Yes,No,4,827,BTM,Casual Dining,"Buttermilk, Jal-jeera, Churma, Palak Kofta, Lassi, Gulab Jamun, Dahi Bhindi",Rajasthani,500,Dine-out
2485,Zatar House,Yes,No,4,25,Electronic City,Casual Dining,NA,"South Indian, North Indian, Chinese",400,Dine-out
2486,Bathinda Junction,Yes,No,3.9,362,BTM,Casual Dining,"Lassi, Shikanji, Dal Makhani, Makke Ki Roti, Butter Chicken, Paneer Punjabi, Chicken Curry",North Indian,600,Dine-out
2487,New Kabab Plaza,Yes,No,3.7,135,BTM,Casual Dining,"Shawarma Roll, Chicken Grill, Tandoori Chicken, Chicken Wings, Ghee Rice, Pulpy Grape Juice","North Indian, Chinese",500,Dine-out
2488,Hiyar Majhe Kolkata,Yes,No,4,244,BTM,Quick Bites,"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali","Bengali, North Indian",400,Dine-out
2489,Sankranthi Veg Restaurant,Yes,No,3,102,BTM,Casual Dining,"Tea, Vada Sambar, Masala Dosa","South Indian, North Indian, Chinese",600,Dine-out
2490,Bathinda Tandoor,Yes,No,0,0,BTM,Quick Bites,NA,North Indian,300,Dine-out
2493,Litti Twist,Yes,No,4.2,465,BTM,Quick Bites,"Litti, Liti Chokha, Lassi, Tea, Paratha, Thali, Chai","North Indian, Bihari",300,Dine-out
2494,RBP Greens Garden,Yes,No,2.7,48,BTM,Casual Dining,NA,"North Indian, Chinese",700,Dine-out
2495,Kalingas,Yes,No,3.9,173,BTM,Quick Bites,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali","Oriya, Fast Food",250,Dine-out
2496,YummRajj,Yes,No,3.3,42,BTM,Quick Bites,NA,Fast Food,500,Dine-out
2497,Appana Restaurant,Yes,No,0,0,BTM,Quick Bites,NA,North Indian,300,Dine-out
2498,Gorbandh,Yes,No,4.1,83,BTM,Quick Bites,"Aloo Paratha, Samosa, Kachori, Poha, Chaat","Fast Food, North Indian",400,Dine-out
2499,JP Fish Land,Yes,No,3.6,24,BTM,Quick Bites,NA,Seafood,300,Dine-out
2500,Tarbouche,Yes,No,0,0,BTM,Quick Bites,NA,"Turkish, Rolls",300,Dine-out
2501,Kababish Restaurant,Yes,No,3.6,15,BTM,NA,NA,"North Indian, Chinese, Arabian",700,Dine-out
2502,Nanna Munna Paratha House,Yes,No,4,107,BTM,Quick Bites,"Paratha, Palak Paneer",North Indian,300,Dine-out
2503,Totus,Yes,No,0,0,BTM,Quick Bites,NA,Chinese,300,Dine-out
2504,Daniyal's,Yes,No,3.1,41,BTM,Quick Bites,NA,"North Indian, Biryani, Mughlai, Kebab",800,Dine-out
2505,Swad Punjab Da,Yes,No,3.7,41,BTM,Quick Bites,NA,North Indian,150,Dine-out
2506,New South Corner,Yes,No,3.7,20,BTM,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Dine-out
2507,Taste Of Kolkata,Yes,No,3.1,59,BTM,Quick Bites,NA,"Bengali, Chinese, Rolls",400,Dine-out
2508,Dilish Kitchens,No,No,3.7,28,BTM,Casual Dining,Biryani,"North Indian, Chinese",500,Dine-out
2509,The Hungers Zone,Yes,No,3.8,57,BTM,Quick Bites,NA,"Fast Food, Italian, Pizza",300,Dine-out
2510,Baba Ka Dhaba,Yes,No,3.7,194,BTM,Quick Bites,"Paratha, Butter Naan, Thali, Tandoori Roti, Lassi",North Indian,400,Dine-out
2512,Sai Jagannath Food and Chats Point,No,No,3.8,23,Bommanahalli,Quick Bites,NA,"South Indian, Chinese",300,Dine-out
2513,Joey's,No,No,3.7,43,BTM,Quick Bites,NA,"Chinese, Fast Food",300,Dine-out
2514,Limra Hotel,Yes,No,3.3,26,BTM,Quick Bites,NA,"Chinese, North Indian",300,Dine-out
2515,Hungry Buddies,No,No,3.3,33,BTM,Quick Bites,NA,North Indian,150,Dine-out
2516,Hearts Unlock Cafe,No,No,3.2,11,BTM,Cafe,NA,"Cafe, Healthy Food",500,Dine-out
2517,Blue Berry Restaurant,No,No,2.9,17,BTM,Casual Dining,NA,"North Indian, Kerala, Chinese",600,Dine-out
2519,Kafe Nook,Yes,No,3.6,35,BTM,Quick Bites,NA,Fast Food,300,Dine-out
2520,RSS Donne Biryani,Yes,No,3.3,58,BTM,Quick Bites,NA,Biryani,300,Dine-out
2521,Owl's Kitchen,No,No,2.6,53,Sarjapur Road,NA,"Manchurian, Noodles","North Indian, Chinese",500,Dine-out
2523,Aha Juice Bar,No,No,3.6,13,BTM,Beverage Shop,NA,"Beverages, Fast Food",200,Dine-out
2526,RK Fresh Food,Yes,No,3.5,12,BTM,Quick Bites,NA,Fast Food,300,Dine-out
2527,RCS Kitchen,Yes,No,3.3,34,BTM,Quick Bites,NA,Continental,500,Dine-out
2530,Namana Garden,No,No,2.6,75,BTM,Quick Bites,Vada,"North Indian, South Indian, Chinese, Street Food",400,Dine-out
2532,Biriyani Angadi,No,No,3.2,7,BTM,Quick Bites,NA,Biryani,200,Dine-out
2535,Biryani Magic,Yes,No,3.5,31,BTM,Quick Bites,NA,"North Indian, Biryani",300,Dine-out
2536,Sri Sankara Cafe,Yes,No,3.6,26,BTM,Quick Bites,NA,South Indian,100,Dine-out
2537,Mahesh Friends Food Center,Yes,No,2.9,126,BTM,Quick Bites,Lassi,"Chinese, North Indian",300,Dine-out
2540,Momo King,No,No,0,0,Bommanahalli,Quick Bites,NA,Chinese,250,Dine-out
2543,Swad Plaza,Yes,No,3.4,6,BTM,Quick Bites,NA,"North Indian, Chinese",400,Dine-out
2545,Diya's Findish,Yes,No,3.3,6,Bommanahalli,Quick Bites,NA,"North Indian, Chinese, Bengali",500,Dine-out
2546,Heaven 2 Oven,Yes,No,0,0,BTM,Quick Bites,NA,Chinese,300,Dine-out
2547,Chicken Magic,Yes,No,3.7,207,BTM,Quick Bites,NA,"Chinese, North Indian",300,Dine-out
2548,New Mahesh Friends Food Corner,Yes,No,3.2,45,BTM,Quick Bites,NA,"North Indian, Chinese",300,Dine-out
2549,Bay Root,No,No,3.7,24,BTM,Quick Bites,NA,"North Indian, Arabian",400,Dine-out
2550,Mughlai Kitchen,Yes,No,3.5,269,BTM,NA,"Momos, Oreo Shake","Mughlai, North Indian, Chinese, Momos",600,Dine-out
2551,Amontron,Yes,No,3.9,435,BTM,Casual Dining,"Katla Kalia, Basanti Pulao, Biryani, Aloo Posto, Mutton Kosha, Ilish, Mutton Dak Bunglow",Bengali,650,Dine-out
2552,Sri Lakshmi Dhaba,Yes,No,2.9,255,BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250,Dine-out
2553,Rana Vada Pav,No,No,0,0,BTM,Quick Bites,NA,Street Food,100,Dine-out
2554,Levitate Brewery and Kitchen,No,Yes,0,0,JP Nagar,"Microbrewery, Casual Dining","Wheat Beer, Lager, Paneer Lollipop, Rustica Pizza, Dark Beer, Mocktails, Cocktails","Finger Food, North Indian, Continental","1,500",NA
2556,Brahma Brews,No,Yes,0,0,JP Nagar,"Microbrewery, Casual Dining","Beer, Cocktails, Pizza, Peri Chicken, Belgian Wit, Neer Dosa, Cheese Balls","Continental, South Indian, Finger Food, Pizza, Seafood","1,400",Drinks & nightlife
2557,Deja Vu Resto Bar,Yes,Yes,4.4,2488,Bannerghatta Road,Pub,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta","North Indian, Italian",900,NA
2559,Chavadi,Yes,Yes,4.4,2237,Bannerghatta Road,"Casual Dining, Bar","Pizza, Cocktails, Saffron Rice, Pie, Sulemani Chai, Prawn Crackers, Waffles","Continental, North Indian, Pizza, Italian","1,200",Drinks & nightlife
2560,TGI Fridays,Yes,Yes,3.9,1337,Bannerghatta Road,Lounge,"Cocktails, Salads, Burgers, Long Island Iced Tea, Tacos, Nachos, Steak","American, Burger, Italian, Steak","1,700",Drinks & nightlife
2561,Simply Indian,Yes,Yes,3.9,681,Bannerghatta Road,Casual Dining,"Cocktails, Ghee Roast Mutton, Mocktails, Chicken Biryani, Malai Kofta, Chicken Chatpata, Fish","North Indian, Chinese, Seafood, Biryani, Mangalorean",800,Drinks & nightlife
2562,Terrace Lounge,No,No,3.6,25,Bannerghatta Road,Lounge,NA,"North Indian, Chinese, Seafood","1,600",Drinks & nightlife
2567,55 Wall Street,No,Yes,3.9,1763,JP Nagar,Bar,"Cocktails, Beer, Bloody Mary, Pasta, Pizza, Burgers, Nachos","Finger Food, North Indian, Chinese","1,300",Drinks & nightlife
2570,Bottle Breacher,No,Yes,4.1,1187,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","Italian, Continental","1,200",Drinks & nightlife
2571,Watson's,Yes,Yes,4,1010,JP Nagar,"Pub, Bar","Beer, Pizza, Veg Starter, Martini, Mojito, Cocktails, Crispy Corn","Finger Food, Chinese, Continental","1,300",Drinks & nightlife
2572,Casa Piccosa,Yes,Yes,4.1,842,JP Nagar,"Casual Dining, Bar","Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter","South American, Continental, Italian","1,100",Drinks & nightlife
2573,Coconut Grove,No,No,3.4,97,JP Nagar,"Casual Dining, Bar","Lime Soda, Appam, Biryani, Pepper Chicken, Vegetable Stew, Chicken Curry","South Indian, Chettinad, Kerala, Seafood","1,100",Drinks & nightlife
2574,Turquoise,No,No,2.8,56,JP Nagar,Lounge,NA,North Indian,"1,200",Drinks & nightlife
2575,Let's Bounce,Yes,No,0,0,JP Nagar,Quick Bites,NA,Fast Food,150,Drinks & nightlife
2576,BANGALORE BOX,Yes,Yes,4.1,612,BTM,"Casual Dining, Bar","Biryani, Chicken Bbq Wings, Mocktails, Sangria, Cocktails, Burgers, Pasta","Asian, Continental, Finger Food","1,500",Drinks & nightlife
2577,Subz,Yes,Yes,4.2,2022,Jayanagar,Casual Dining,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian","1,000",Buffet
2578,Fusion Theory,No,Yes,0,0,Jayanagar,Casual Dining,"Aam Panna, Pasta, Paneer Tikka, Biryani, Pav Bhaji, Veg Pulao, Nachos","Chinese, Continental, North Indian, South Indian, Beverages",700,Buffet
2581,MG's Fine Dining & Bar - Springs Hotel & Spa,No,Yes,3.8,21,Basavanagudi,Casual Dining,NA,"North Indian, Asian, Continental",800,Buffet
2582,1947,No,Yes,4.1,2303,Jayanagar,Casual Dining,"Palak Paneer, Aam Panna, Crispy Corn, Gajar Ka Halwa, Panipuri, Kulfi, Salads","North Indian, Chinese",950,Buffet
2583,Chutney Chang,Yes,Yes,4.1,2339,Jayanagar,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ","1,500",Buffet
2587,Udupi Sri Krishna Cafe,Yes,No,3.9,14,Jayanagar,Casual Dining,NA,"North Indian, South Indian",600,Buffet
2589,Tree Top,Yes,No,3.8,74,Wilson Garden,Casual Dining,Friendly Staff,"Continental, Chinese, North Indian, South Indian","1,000",Buffet
2590,Samskruti - Sanman Gardenia,Yes,No,4.1,139,Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550,Buffet
2591,The Sofraah Kebabs & Kurries - Eden Park Restaurants,No,Yes,3.8,176,Jayanagar,Casual Dining,"Mutton Biryani, Cocktails, Dal Makhani, Naan, Fish, Roti, Lamb","North Indian, Afghani","1,350",Buffet
2592,The Yellow Chilli,Yes,Yes,3.8,584,Jayanagar,Casual Dining,"Spring Roll, Tomato Soup, Mocktails, Sweet Corn Soup, Gulab Jamun, Roti, Paneer Tikka","North Indian, Mughlai, Biryani","1,200",Buffet
2593,Tea Villa Cafe,No,Yes,4.3,633,Jayanagar,"Cafe, Casual Dining","Tea, Waffles, Coffee, Nutella Waffle, Pizza, Wedges, Pasta","Cafe, Continental, Mediterranean, Italian, Desserts",800,NA
2595,Cafe Cosy,No,Yes,4.1,102,Jayanagar,Cafe,"Pasta, Pizza, Mocktails","Cafe, Chinese, Continental, Fast Food",800,Cafes
2596,Onesta,Yes,Yes,4.6,1755,Basavanagudi,"Casual Dining, Cafe","Barbeque Chicken Pizza, Mushroom Ravioli, Pasta, Lasagne, Berryblast, Mocktails, Potato Wedges","Pizza, Cafe, Italian",600,Cafes
2597,Steaming Mugs,Yes,No,3.9,240,Basavanagudi,Cafe,"Fries, Oreo Shake, Pasta Arrabiata",Cafe,700,Cafes
2600,Cafe Aira,Yes,No,4.1,216,Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",500,Cafes
2601,Cafe Mondo,Yes,No,3.7,514,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600,Cafes
2602,1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400,Cafes
2603,Cafe Coffee Day,Yes,No,2.8,30,Basavanagudi,Cafe,NA,"Cafe, Fast Food",900,Cafes
2604,Go Native,Yes,Yes,4.3,1252,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800,Cafes
2605,Alchemy Coffee Roasters,No,No,4.2,704,Jayanagar,Cafe,"Coffee, Fries, Sandwich, Pizza, Pancakes, Pasta, Hot Chocolate",Cafe,500,NA
2607,Rooftop Cafe,Yes,No,4.1,796,Jayanagar,Cafe,"Pizza, Nachos, Rolls, Veggie Roll, Sandwiches, Burgers, Mango Shake","Cafe, Fast Food, Beverages",400,Cafes
2608,Enerjuvate Studio & Cafe,No,Yes,4.2,731,Jayanagar,Cafe,"Pizza, Vegetarian, Momo Platter, Momos, Nachos, Salsa, Salad","Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",800,NA
2610,Fabcafe,No,Yes,0,0,Jayanagar,Cafe,NA,"Cafe, Healthy Food",800,Cafes
2611,The Caramelts Cafe,No,No,4.2,223,Jayanagar,Cafe,"Burgers, Coffee, Pasta, Peri Peri Fries, Kit Kat Shake, Nachos, Paneer Tikka Pizza","Cafe, Salad, Wraps, Beverages",800,Cafes
2612,SlimSins Cafe,No,No,4.1,707,Jayanagar,Cafe,"Hummus Platter, Juicy Lamb Burger, Salmon Steak, Mousse, Pasta, Pizza, Sweet Potato Fries","Cafe, Healthy Food",850,Cafes
2613,Cafe Ajfan,Yes,No,4.2,261,Jayanagar,Cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries","Cafe, Continental, Beverages",700,Cafes
2615,Krazzy Folds,Yes,Yes,4.2,1901,Jayanagar,Cafe,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros","Cafe, Continental, Sandwich, Beverages",800,NA
2617,Penthouse Cafe,Yes,No,4,324,Banashankari,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",700,Cafes
2618,The Blue Wagon - Kitchen,Yes,No,4.6,228,Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Bruschetta Bites, Sandwich","Cafe, Beverages",400,Cafes
2620,The Airos,Yes,No,4.1,130,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650,Cafes
2621,Starbucks,No,No,4.1,108,Jayanagar,Cafe,Coffee,"Cafe, Desserts",700,Cafes
2624,The Studio Cafe,No,No,3.8,20,Jayanagar,Cafe,NA,"Cafe, Beverages",400,Cafes
2625,Cafe Terra,Yes,No,0,0,Jayanagar,Cafe,NA,"Cafe, Continental",700,Cafes
2627,La Grande Cafe,No,No,3.8,46,Jayanagar,Cafe,"Coffee, Hot Chocolate, Cappuccino, Ice Tea, Corn Balls",Cafe,400,Cafes
2628,36th Cross Coffee Mane,No,No,3.6,16,Jayanagar,Quick Bites,NA,"South Indian, Chinese, Beverages, Cafe, Coffee, Fast Food, Momos, North Indian",200,Cafes
2629,4th Tea Block,No,No,4,62,Jayanagar,Cafe,"Rose Tea, Hibiscus Tea, Masala Chai, Ginger Tea",Cafe,150,Cafes
2630,Grazers,Yes,Yes,3.9,291,Jayanagar,Cafe,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",650,Cafes
2631,Cuppa,No,No,3.2,59,Jayanagar,"Cafe, Casual Dining","Coffee, Sandwich","Cafe, Fast Food",550,Cafes
2633,Brews N Bites,Yes,No,2.9,62,Jayanagar,"Quick Bites, Cafe","Coffee, Cappuccino","Chinese, Fast Food, Cafe",650,Cafes
2634,Brew Bakes,No,No,3.4,13,Jayanagar,Cafe,NA,"Cafe, Continental, Italian",550,Cafes
2635,Bread and Circus,Yes,No,3.7,50,Shanti Nagar,Cafe,NA,"Cafe, Fast Food, Pizza, Burger",550,Cafes
2636,Java City,Yes,No,2.6,157,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450,Cafes
2637,Swati Cafe,No,No,2.9,8,Shanti Nagar,Cafe,NA,"Cafe, Fast Food",500,Cafes
2640,Rustic Treats,No,No,3.3,4,Jayanagar,"Quick Bites, Cafe",NA,"Street Food, Cafe",400,Cafes
2642,People Tree Cafe,No,No,3.7,168,Jayanagar,Cafe,"Chocolate Shake, Nachos, Babycorn Manchurian, Cheese Maggi, French Fries, Tea, Oreo Shake","Cafe, Fast Food, Beverages",400,Cafes
2644,eat.fit,Yes,No,4.6,143,Koramangala 5th Block,Delivery,"Brownie, Noodles","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Delivery
2646,Five Star Chicken,Yes,No,3.4,129,Banashankari,Quick Bites,NA,"Fast Food, Burger",200,Delivery
2647,Leon Grill,Yes,No,4.1,414,Jayanagar,Quick Bites,"Burgers, Fries, Chicken Filet Burger, Peri Peri Chicken Wings, Peri Peri Chicken Salad, Peri Peri Chicken Burger, Falafel","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500,Delivery
2648,Dr. Bubbles,Yes,No,4.2,95,Jayanagar,"Beverage Shop, Dessert Parlor","Waffles, Iced Coffee, Yoghurt Shake, Belgian Chocolate Waffle, Ice Tea, Faluda","Beverages, Desserts",400,Delivery
2649,Empire Restaurant,Yes,No,4.4,4884,Jayanagar,Casual Dining,"Chicken Tikka Masala, Mutton Keema Dosa, Mutton Biryani, Raan Biryani, Brain Fry, Chicken Grill, Ghee Rice","North Indian, Mughlai, South Indian, Chinese",750,Delivery
2655,Shanmukha,Yes,No,4,774,Koramangala 5th Block,Casual Dining,"Chicken Dum Biryani, Kerala Parotta, Chicken Boneless Biryani, Vegetable Biryani, Naan, Fish, Gulab Jamun","Biryani, Andhra, North Indian, Chinese",800,Delivery
2656,Bhukkhad Baba,Yes,No,3.7,125,JP Nagar,Quick Bites,"Paratha, Thali","North Indian, Beverages",250,Delivery
2659,Subway,Yes,No,3.7,176,Basavanagudi,Quick Bites,"Chocolate Cookies, Mexican Patty","Salad, Fast Food",600,Delivery
2661,Mysuru Coffee Thindi,Yes,No,4.1,296,Jayanagar,Quick Bites,"Coffee, Masala Dosa, Tea, Badam Milk, Vada, Idli, Raagi Dosa","South Indian, Coffee",200,Delivery
2662,Smoke-A-Pot,Yes,No,3.6,91,JP Nagar,"Takeaway, Delivery","Pot Biryani, Raita, Mutton Biryani","Biryani, North Indian, Rolls",500,Delivery
2664,Wamama,Yes,Yes,4.2,354,Banashankari,Casual Dining,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll","Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800,Delivery
2666,Just Shawarma,Yes,No,4.3,792,Jayanagar,Quick Bites,"Whole Meat Shawarma, Malgoum Shawarma, Rolls, Pita Bread, Kerala Parotta",Arabian,300,Delivery
2673,The Biriyani Pedia,Yes,No,3.9,55,BTM,Quick Bites,"Chicken Stew, Ghee Rice, Biryani, Chai",Biryani,300,Delivery
2674,Paratha Junction,Yes,No,3.2,395,Jayanagar,Quick Bites,Paratha,"North Indian, Chinese",300,Delivery
2675,SL Vadapav,Yes,No,4,78,Jayanagar,Quick Bites,"Dabeli, Samosa, Tawa Pulav, Cheese Vada Pav",Maharashtrian,100,Delivery
2677,Paradise,Yes,No,4,1975,JP Nagar,Casual Dining,"Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Supreme Mutton Biryani, Paneer Tikka, Hyderabadi Mutton Biryani","Biryani, North Indian, Kebab",800,Delivery
2679,Wazir's,Yes,No,3.3,261,Shanti Nagar,Casual Dining,"Biryani, Butter Chicken, Butter Naan, Kalmi Kebab, Roti, Rolls, Fried Rice","North Indian, Chinese",500,Delivery
2680,Krispy Kreme,Yes,No,4,253,Jayanagar,Dessert Parlor,"Coffee, Chocolate Donut, Chocolate Dreamcake, Cookie Crunch, Double Chocolate Cake, Hot Chocolate","Desserts, Beverages",300,Delivery
2685,Marenahalli Donne Biriyani,Yes,No,3.9,259,JP Nagar,Quick Bites,NA,"Biryani, Fast Food",300,Delivery
2686,Onesta,Yes,Yes,4.6,2556,Banashankari,"Casual Dining, Cafe","Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza","Pizza, Cafe, Italian",600,Delivery
2688,Keventers,Yes,No,3.9,210,Jayanagar,"Beverage Shop, Dessert Parlor","Thick Shakes, Chocolate Hazelnut Shake, Mango Shake, Choco Hazelnut, Milk Shake, Chocolate Oreo, Strawberry Milkshake","Desserts, Beverages, Ice Cream",400,NA
2692,Namma Banashankari Donne Biryani,Yes,No,4,94,JP Nagar,Quick Bites,NA,"Biryani, Kebab",250,Delivery
2699,Dadi's Dum Biryani,Yes,Yes,4.1,2723,BTM,Casual Dining,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab","Biryani, North Indian, Mughlai",800,Delivery
2705,Chicken County Grand,Yes,No,3.9,319,Bannerghatta Road,Casual Dining,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll","North Indian, Chinese",650,Delivery
2707,Prasiddhi Food Corner,Yes,No,3.7,170,JP Nagar,Quick Bites,Coffee,"Fast Food, North Indian, South Indian",200,NA
2710,Chai Point,Yes,No,3.2,208,Jayanagar,"Beverage Shop, Quick Bites","Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut","Tea, Beverages, Fast Food",250,Delivery
2712,Starlite Bakery & Fastfood,Yes,No,3.7,23,Jayanagar,Quick Bites,NA,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300,Delivery
2714,Faasos,Yes,No,4.2,415,Banashankari,Quick Bites,"Rolls, Veggie Wrap, Chocolate Fantasy, Rice Bowls, Chicken Rice, Paneer Makhanwala, Chicken Tikka Wrap","North Indian, Biryani, Fast Food",500,Delivery
2721,Upahara Darshini,Yes,No,4,166,Jayanagar,Quick Bites,"Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup","South Indian, North Indian, Chinese",400,Delivery
2725,Tummy Fuel,Yes,No,4.2,449,Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400,Delivery
2726,XO Belgian Waffle,Yes,No,3.9,56,Basavanagudi,Dessert Parlor,"Waffles, Nutella Waffle, Thick Shakes","Desserts, Beverages",400,Delivery
2727,Kanti Sweets,Yes,No,3.9,148,Jayanagar,Quick Bites,"Rasmalai, Kaju Katli, Paratha, Pav Bhaji, Badam Milk, Rasgulla, Dhokla","Mithai, Street Food",400,Delivery
2728,Firangi Bake,Yes,No,4,53,Banashankari,Delivery,"Minced Chicken Lasagne, Chicken Steak","Mexican, Italian",600,Delivery
2730,Pani Kum Chai,Yes,No,3.9,67,Jayanagar,Quick Bites,"Chai, Lemon Tea, Chicken Roll",Fast Food,200,Delivery
2733,Stories,Yes,Yes,4.2,2171,JP Nagar,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","American, Chinese, Continental, North Indian","1,200",NA
2735,Lassi Shop,Yes,No,3.7,21,Basavanagudi,Beverage Shop,NA,"Beverages, Juices",100,Delivery
2739,Cake Chemistry,Yes,No,0,0,Jayanagar,Bakery,NA,"Bakery, Desserts",500,Delivery
2742,Rajanna Military Hotel,Yes,No,4.1,164,Jayanagar,Quick Bites,"Biryani, Chicken Curry, Paya Soup, Paratha, Mutton Keema, Chicken Guntur, Pepper Chicken","Biryani, Fast Food",400,Delivery
2745,Sri Sai 99 Variety Dosa,Yes,No,3.6,37,Jayanagar,Quick Bites,NA,South Indian,300,Delivery
2749,Protein Grillhouse,Yes,Yes,4.2,166,Jayanagar,Casual Dining,"Rice Bowl, Salads, Burgers, Prawn, Pancakes, Salmon, Fish","Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800,Delivery
